MSE, SSIM
1069.6734771728516,0.6974894737540331
379.3705139160156,0.7790012466278207
342.68809509277344,0.5683549856845552
707.3302917480469,0.5399022219240831
907.0161743164062,0.5712482589677551
703.3036956787109,0.7376441756672132
136.18087768554688,0.8283767434555218
323.6671905517578,0.770997811181718
273.0263214111328,0.7020738012527497
773.2519836425781,0.6405042250037566
776.8606872558594,0.6572610845800899
3709.8287963867188,0.39385752059856277
319.2995910644531,0.747908960911902
504.08644104003906,0.8437511549820879
701.0708160400391,0.7668051053257209
580.0169372558594,0.6962851486234294
735.7529754638672,0.44799341176227064
1671.7219848632812,0.31159736252218717
777.0597381591797,0.8357198869386606
428.88661193847656,0.867817885321134
825.7390594482422,0.6996262776211375
1121.4958190917969,0.6085469482450545
536.9179534912109,0.7013398351772406
692.3364562988281,0.7932842309496618
556.781494140625,0.7098990662398054
777.3439025878906,0.7372551686236516
1588.2803955078125,0.5338534094131977
758.6560363769531,0.7705670219658526
604.7919311523438,0.7085969619413172
300.3721923828125,0.8428278568903247
606.6534271240234,0.8017765865139593
1115.4767456054688,0.5923252258708277
800.3363342285156,0.7787479352146478


AVERAGE VALUES - 

SSIM INDEX - 0.7487621936690243
Mean Square Error - 656.6820814652876
